id,review,livro,nota,sentimento,classe
103,"Crepúsculo - Stephenie Meyer

Isabella Swan chega a a nublada e chuvosa cidadezinha de Forks – último lugar onde gostaria de viver. Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem, lidar com sua constrangedora falta de coordenação motora e se habituar a morar com um pai com quem nunca conviveu. Em seu destino está Edward Cullen .Ele é lindo, perfeito, misterioso e, a a primeira vista, hostil a a presença de Bella – o que provoca em ela uma inquietação desconcertante. Ela se apaixona. Ele, em o melhor estilo ""amor proibido"", alerta : Sou um risco para você. Ela é uma garota incomum. Ele é um vampiro. Ela precisa aprender a controlar seu corpo quando ele a toca. Ele, a controlar sua sede por o sangue de ela. O que Bella não percebe é que quanto mais se aproxima de ele, maior é o perigo para si e para Os que a cercam. E pode ser tarde demais para voltar atrás...",Crepúsculo,5,0,true
104,"É um lindo romance, uma grande ficção, uma grande aventura, uma grande ""literatura juvenil"", enfim...É pra todos os gostos !",Crepúsculo,5,0,true
105,"Fiquei assustado
Estou relendo e TRÊS pessoas hoje ao perguntar o que lia disseram que NUNCA ouviram falar de o livro ou de a história sobre ""Big Brother"" não sabiam de onde veio o termo 8-| por o visto , a SocInd e Novafala já estão em uso.",1984,3,0,true
106,"Excelente!

Ainda não acabei de ler. Estou em os primeiros capítulos. Mas cada página de o livro é um convite a a imaginação e a a reflexão. Incrivelmente atual o livro foi escrito em 1949 ( salvo engano) remetendo a o que a a época seria o futuro (1984) , mas um futuro sufocado e alienado em que cada passo de os indivíduos é vigiado, seus pensamentos rigorosamente monitorados por um "" Estado"" altamente burocrático e totalitarista. A forma como a personagem principal descreve em primeira pessoa o mundo em que vive e a sua percepção sobre ele é fantástica. Parece se basear em uma descrição caricaturizada de o ""socialismo real”, embora não se tranga importantes reflexões sobre diversas questões enfrentadas em esta era atual em que o argumento de a segurança produz contantes incursões sobre o território resarvado a a liberdade e a a privacidade de os indivíduos. Enfim, qualquer análise seria reducionista, mas a leitura é altamente recomendável!",1984,0,0,true
107,"Fala sério, amiga
Gente, esse livro é ótimooo vale a pena ler ! É muito gostoso ler ele que dá vontade de ler mais de mil vezes. Eu indico pra todo mundo e posso dizer que amei elee. Afinal, como não amar os livros de a thalita rebouças ? Ela é uma de as minhas escritoras favoritas e com todo esse jeito único de ela pra escrever, eu sempre amei os livros delaa.","Fala sério, amiga!",5,0,true
108,"Devo confessar que já era louca por a Thalita Rebouças antes de ler qualquer livro de ela que fosse. Já a acompanhava por o blog e amo as coisas que ela posta. E quando eu li o livro me encantei! É de aqueles livros que a gente lê bem a os pouquinhos, pra saborear e prestar atenção em cada detalhe. Igual a a chocolate, que se come devagarzinho pra não acabar logo. O tipo de história divertida, narrativa empolgante, e aquele jeitinho brasileiro que a gente deveria valorizar mais. Me identifiquei várias vezes em os casos contados. Não vejo a hora de ler os outros livros de a Tatá!","Fala sério, amiga!",5,0,true
109,"Mais uma vez, em um enredo simples e muito divertido, Thalita Rebouças em os traz a alegria de a vida que toda garota conhece, mas que não consegue apreciar. E. como sempre, através de os olhos, de as palavras, e de as amigas de a Malu, conseguimos enxergar muito de nós mesmas e de as nossas próprias amigas, em os vendo em características, frases e situações, em um dia a dia que por ser tão único é também tão igual a o de todo mundo. Ri e me emocionei muito com o livro, e, como aconteceu quando li Fala Sério, Mãe, acabei o livro com aquela vontade apertada de reuniar todas as minhas amigas pra matar a saudade!","Fala sério, amiga!",5,0,true
110,"Um clássico de Sidney Sheldon
Fantástica história, a forma como os personagens se desenvolvem. Prende de o início a o fim.",O Outro lado da meia noite,5,0,true
111,"SSS – Sidney Sheldon Surpreendente
Análise/Resenha: Esqueça aquelas leituras de ""morre alguém e vamos investigar”, ou de ""algo grandioso foi descoberto e agora estamos sendo perseguidos"", não, aqui não há esses elementos de os bestsellers de a atualidade (que inclusive o próprio Sidney Sheldon se utiliza A as vezes). Em "" O outro lado de a meia-noite ""o brilhante autor constrói uma história totalmente sólida de amor, ódio e vingança. Sidney mostra que amor e paixão depositado em excesso a outra pessoa pode ser totalmente prejudicial para a vida. Uma doença silenciosa de a qual não nos damos conta que está dentro de nós. E isso é o que ocorre com a protagonista Noelle Page e Catherine Alexander. Todos os personagens são diferentes e únicos. Sheldon constrói a trama de o início ao fim de forma consistente. O diferencial de esse livro é que nossos sentimentos por os personagens principais mudam a cada página lida. Uma hora estamos torcendo a seu favor, e em a outra queremos odiá –los. “O Outro lado de a meia-noite ""não é apenas um livro que lemos de o início ao fim apenas para nos entreter. Ele é tão bem escrito que parece que estamos em um teatro assistindo a uma grande história. Leitura MUITO RECOMENDADA! Se você está querendo comprar algo para ler, pode comprar sem pensar duas vezes! Abraço a todos! NÃO DEIXEM DE VISITAR MEU BLOG : WWW.DROPEAQUIM.BLOGSPOT.COM. ",O Outro lado da meia noite,5,0,true
112,"Gostei bastante, gente!
Foi o primeiro livro de o autor que eu li, achei surpreendente e muito bom (:",O Outro lado da meia noite,4,0,true
113,"Surreal
Saramago explora a fantasia atrelada a cegueira de uma maneira muito doida. Ela alastra-se de maneira exponencial. Começa com um motorista em o sinal e termina com toda população de uma cidade. Exceto a esposa de um oftalmologista (ironia). A leitura terá um caráter muito pessoal. Cada leitor irá comparar essa cegueira com a visão de mundo que cada um tem. Essa edição que adqueri tem os diálogos separados apenas por vírgulas, o que dificulta o entendimento. Os personagens não tem nome, apenas apelidos (motorista, rapariga de óculos, mulher de o médico, etc.) . O romance é permeado por ditos populares e provérbios. A maneira como Saramago conduz a história tem sua marca: simplicidade. Mesmo assim, não chegou a me impressionar com obra de 5 estrelas.",Ensaio sobre a Cegueira,3,0,true
114,"O enredo é envolvente, assim como todos de o SS, mas ao mesmo tempo é previsível. Embora seja previsível pra quem está acostumado com os livros de ele. Pra mim, o melhor sempre será A Ira de os Anjos, em que a protagonista não é simplesmente uma caricatura cega de amor ou ódio (sentimentos que segundo o autor são interligados e justificados em esse livro), é tão próxima de o real, que não há como ler sem se emocionar. E a continuidade de esse livro instiga mais a leitura, mas é desprovida de sentido, como a vingança de Demiris contra Catherine .",O Outro lado da meia noite,4,0,true
115,"Incrivel
Um de os melhores livros que já li sem duvida. Quando comecei a ler não consegui parar mais. Perfeito para quem gosta de mentes sombrias com um toque de romance, aventura e guerra. Bom não tem como descrever tudo o que o livro aborda, mas com certeza qualquer um que leu ou vai ler ficará triste quando chegar a o fim. Por falar em fim é um de aqueles que só Sidney sabe fazer de deixar de boca aberta.",O Outro lado da meia noite,5,0,true
116,"Maturidade
Talvés eu era nova demais quando li esse livro, tive uma visão de espanto, por a personagen Noele Page, depois de alguns anos voltei a ler e olhei-a de outra maneira, mas não perdendo o encanto por o autor que está em o link de uns de os melhores escritores, simplesmente amo Sidney Sheldon.",O Outro lado da meia noite,5,0,true
117,"Adorei.
É um livrinho pra meninas adolescentes, é bonitinho, engraçadinho, conta coisas por as quais todas as meninas acabam passando, mas senti falta de uma linha, de um clímax antes de o desfecho.","Fala sério, amiga!",0,0,true
118,"Fala sério, amiga!
O livro, de Thalita Rebouças narra a história desde criança, de uma garota, chamada Malu, que conta sobre todas as amizades que já teve em a sua vida, de todas as confusões e as situaçoes ilarias com suas amigas.","Fala sério, amiga!",5,0,true
119,"Fala serio amiga
Esse livro conta a historia de Malu e suas inseparaveis amigas. Conta a historia de cada uma de seus momentos marcantes de tim tim por tim fala de os conflitos de uma amizade, de a tristeza quando acontece algo com alguma amiga ... Esse livro e muito legal fala de todo que uma amiga e ou pode ser...","Fala sério, amiga!",0,0,true
120,"Favorito de olhos fechados
Com certeza, um de os melhores livros que li. Comparado ao Chico Buarque (quem eu também gostei), o Saramago é muuuuuito melhor. O estilo de escrita é fantástico, como a história. Só achei que o final podia ser mais ... Esse livro só me deu 1 problema : conseguir os outros livros de o Saramago para ler.",Ensaio sobre a Cegueira,5,0,true
121,"Ensaio Sobre a Cegueira – José Saramago Havia assistido ao filme de Fernando Meirelles ano passado, mas só tive a oportunidade de ler o livro agora e simplesmente o livro é ainda mais estonteante. Com alguns pontos diferentes, principalmente em o final, com passagens que não são adaptadas por o filme. Há uma forma peculiar em a maneira em que esse livro foi escrito, mas é fácil de se acostumar. Não foi dado nome a nenhum de os personagens eles foram denominados através de características que surgiram ao longo de a história, mas Saramago consegue deixá-los muitos próximos ao leitor, Saramago também levanta questões e verdades profundas sobre a humanidade, que torna impossível não surgir nenhuma reflexão. Há um pensamento muito interessante também que mostra como o ser humano é e como não tem medo de julgamentos quando não podem ser vistos. Enfim, recomendado a todo amante de uma boa leitura ;]",Ensaio sobre a Cegueira,0,0,true
122,"Ler uma obra em o idioma original, sem adaptações e de um autor importante e de a categoria de Saramago é uma oportunidade restrita aos países que falam a língua portuguesa. Este é o caso de Ensaio sobre a cegueira onde nós em o Brasil podemos ler a obra de o jeito que ela foi escrita, sem adaptações ou traduções.",Ensaio sobre a Cegueira,5,0,true
123,"Dolorido, pavoroso, nojento, repugnante e nauseante. Por todos esses adjetivos que o livro nos causa, ele consegue ser bom. Apesar de ser uma leitura difícil, o autor consegue criar um livro ""denso"", que contem um bom enredo, e que retrata certas qualidades e defeitos de o ser humano em uma época de caos.",Ensaio sobre a Cegueira,3,0,true
124,"Thalita é praticamente uma adolescente! Escreve o livro com palavras expressões que só adolescentes usam. Falando sobre mais uma aventura de Malu. Ela e suas amigas aprontam E se divertem muito. Malu, como todo mundo, tem a amiga mais chegada, mais fofa e mais querida. Essa é a Alice, sua amiga desde pequena. Ficaram juntar até o último capítulo de o livro. E tenho certeza, que duraria mais. As duas brigam e se divertem a o longo de o livro. Além de elas, há a Duca, a Nanda, a Helo... Malu era rodeada de amigas. Sempre amou todas. Esse livro é um livro divertido, que a o mesmo tempo que nos faz rir, nos faz refletir sobre todas as nossas amizades. Que é a coisa mais preciosa de a vida... Super recomendado ;D","Fala sério, amiga!",5,0,true
125,"Um de os melhores livros já publicados
Alguns livros são apenas lidos e são brevemente esquecidos, outros, são lidos e A as vezes lembrados por oferecerem diferentes pontos de vista e novas perspectivas para nossas vidas, e , existem livros que MUDAM A SUA VIDA. 1984 claramente se inclui em o terceiro caso, um mundo que em os alerta a os possíveis desfechos de a nossa sociedade atual, e, como é característico de algumas obras de Orwell (ver : ""A Revolução de os Bichos""), critica com conteúdo e argumentos extremamente válidos o socialismo. Recomendo a leitura para todos que desejam ter uma experiência de reflexão profunda. Este livro deveria ser leitura obrigatória para todos. Guerra é paz Liberdade é escravidão Ignorãncia é força",1984,5,0,true
126,"Perfeito!
Quando me indicaram esse livro, eu não imaginei que estava prestes a ler um de os livros que mudasse a minha vida. O modo como é escrito, a história em si, é tudo perfeitamente feito, e claro, surpreendendo em o final (eu por o menos fiquei muito surpresa com o desfecho). Só por ser livro de o George Orwell já se torna de renome. O cara é um gênio, principalmente para pessoas de esquerda e quem tem um conhecimento mais vasto sobre o período de a Guerra Fria. Apesar de ser um livro fictício, ensina muito também. Ensina a pensar, a raciocinar. O mundo literalmente muda de forma depois de você ler a sociedade de o Big Brother. Super recomendo!",1984,5,0,true
127,"Realidade crua e lírica
Em os últimos dias de 2011, os meninos de Jorge Amado, um por um, tirou-me de a zona de conforto e, por a mão, me conduziu por as ruelas de a Salvador de os anos 1930; conduziu-me a uma realidade nua, crua e atual, mas a o mesmo tempo bela e lírica. ""Capitães de areia"" foi uma de as leituras recentes que mais me arrebatou. Vale a pena também assistir o filme ""Capitães de a Areia"", dirigido por Cecília Amado, neta de o escritor baiano.",Capitães da Areia,3,0,true
128,"Eu de verdade não sabia o que esperar de o livro. Digo, não sabia nem a sinopse antes de começar a ler. E foi tão bom quanto surpreendente descobrir a história tão bonita que estava guardada em essas páginas. Engraçado que foi em poucos momentos que eu me situava em a década de trinta, porque é evidente que o livro não se tornou menos realista com o passar de os anos. Não dá pra não olhar ao redor e pensar diferente, nem que seja um pouquinho. Pedro Bala, Sem-Pernas, o Gato, Dora, Professor ganharam meu coração com seu jeito de gente real. De história de verdade. Mesmo que as vezes seja difícil acreditar que o livro fala de crianças, de adolescentes mais novos que eu. O que só reforça a mensagem de o livro. Que a pobreza, o desprezo e a desigualdade tiram tudo de os capitães, inclusive a infância (menos a liberdade, que "" a liberdade é o bem maior de o mundo""). Achei tão poético e bonito, que mesmo a realidade que é mostrada ser bem crua e explicita, não tira o lírico e a alma tão verdadeira que tem em esse livro. Cinco estrelas bem dadas ;)",Capitães da Areia,5,0,true
129,"Uma estória triste. O livro trata de um assunto que é mais comum de o que imaginamos. Ao longo de o livro é contada a história de duas mulheres que em o início não tinham nada em comum, mas que em o final ambos os destinos se cruzaram. O que tinha em comum entre elas: Amavam o mesmo homem. Não gosto muito de estórias que tratam de paixões, principalmente se for um triângulo amoroso, mas Sidney Sheldon sabe muito bem como nos prender a a estória e acabei que gostei de o livro.",O Outro lado da meia noite,4,0,true
130,"Trama excelente
A trama de este livro é simplesmente excelente, não é um livro previsível e o final é surpeendente. Ameeeei a personagem Catharine. Mas em a verdade todos os personagens foram muito bem montados. Li em dois dias e só descansei qdo descobri tudo. Vale muito a pena.",O Outro lado da meia noite,4,0,true
131,"Um livro brasileiro que tem crônicas excelentes pra se ler em alguns minutos e logo não querer parar de se ler. A escritora, Thalita Rebouças, sabe escrever sobre a adolescência de uma forma carismática e abordar vários assuntos com classe. Ela é a voz de os adolescente e sabe agradar os grandinhos como eu que gostei e virei fã de ela logo de cara, pois é uma leitura rápida, gostosa e estimulante. Falando de esse livro... Em ele Malu uma garotinha que lembra que passou com suas amigas, onde prova as amizades que ela faz, constrói, permance e que ficará em a lembrança de ela e de o leitor. Tem muitas crônicas agradáveis, muita coisa bacana sobre a amizade, a mãe que faz queimar a nossa cara, amigos com problemas e qualidades. Enfim um livro muito bom que encontrei e desejo fazer a coleção de a série que divulgarei pra todos pra se divertirem e rir muito.","Fala sério, amiga!",3,0,true
132,"Ensaio Sobre a Cegueira
De 1995, Ensaio Sobre a Cegueira é mais um livro fantástico de o português José Saramago. Com um estilo único, Saramago trata de temas fictícios, mas que não fogem completamente de o mundo real em a medida em que retrata o que é natural de a humanidade, o homem e sua imaginação sobre o mundo que o cerca, considerando problemas e pensamentos atuais, a partir de os quais facilmente nos identificamos com os personagens. Em o livro, o autor traz a história de uma epidemia de cegueira branca, o que leva as autoridades a tomarem providências para que o mal não se alastre por o país, internando os contaminados e os infectados em quarentena, mais ou menos de a mesma forma que eram presas as pessoas com lepra de antigamente, até que descubram a causa e a cura de a doença. Essas pessoas ficavam presas em um lugar sem nenhum contato com o mundo exterior, sem água, com comida limitada e com as condições mais precárias possíveis. Em esse lugar, essas pessoas entram em contato com o que há de mais profundo em a natureza humana: o instinto de obrevivência e, com isso, a própria natureza surge a a tona quando mostra as atrocidades as quais as pessoas são capazes de cometer em uma situação como essas. A leitura é pesada e, a o mesmo tempo, instingante. Não deixa o leitor longe de o livro por muito tempo. O próprio autor considerou o livro brutal e violento, sofrível de ler, mas com a intenção de fazer as pessoas perceberem que não são tão boas quanto parecem e que precisam reconhecer isso. Acredito que ele passou essa mensagem muito bem.",Ensaio sobre a Cegueira,0,0,true
133,"Esse livro surpreende em o começo, ele é narrador de uma forma muito diferente e possui uma história simples e sem rumo. É um livro singular, de leitura rápida. Gostei porque a história é envolvente e realmente dá vontade de ler. Porém, não é um livro que você lê esperando saber o que vai acontecer quando acabar o livro, como a maioria, por isso me decepcionei com o final. Li apenas por curiosidade, recomendo, mas não criem expectativas que a história em si não é nada de mais!",O Apanhador nos Campos de Centeio,3,0,true
134,"Excelente
Ótimo livro, bem diferente de o que eu imaginava. Apesar de antigão, é uma leitura gostosa, com a linguagem bem moderna. Um livro adolescentes, de aqueles momento ""foda-se"".",O Apanhador nos Campos de Centeio,5,0,true
135,"Muito hype por nada
...
Todo mundo fala que esse livro é foda, mas na verdade ele é um lixo. Realmente a única passagem mais ou menos bonita de o livro é o sonho de o moleque pegando uma bola de baseball em o campo de centeio que dá pra um abismo. O resto, é sofrível enquanto literatura. Não sei como uma porcaria de essa conseguiu ser consagrada. Se bem que ...Tem tanta porcaria consagrada por aí de qualquer jeito..",O Apanhador nos Campos de Centeio,0,0,true
136,"Acho que esse eh o livro mais chato que já li em a vida. A minha leitura foi mais um desafio para chegar ate o final. Quanto mais eu lia, mais desejava acontecesse uma desgraca a o personagem e acabasse logo com a historia. Um personagem completamente desagradavel, em a minha humilde opiniao.",O Apanhador nos Campos de Centeio,1,0,true
137,"Muito por nada
Tenho um primo q é louco por esse livro. Seu nick name em a internet é holden, então, fiquei curiosa pra ler esse livro e ver o porquê de ele ser tão famoso (além de estar em a cena de o assassinato de o Lennon). Pois bem, que decepção. Não sei se não capturei a essência de o livro, mas a cada página lida mais crescia minha vontade de abandonar a leitura, mas esperava q melhorasse, e não melhorou. Livro bobo, cujo personagem principal é um idiota. Muito barulho por nada!",O Apanhador nos Campos de Centeio,2,,true
138,"Marcou minha adolescência
Eu li O outro lado de a meia-noite quando tinha 13/14 anos, Amei a estória muito bem escrita, é, junto com o Reverso de a Medalha, um de os meus preferidos de Sheldon. Adoro.",O Outro lado da meia noite,5,,true
139,"Acho esse livro impressionante.
Sydney Sheldon tem a marca registrada de envolver o leitor em as histórias de vida de seus personagens como se você fizesse parte da aquilo. Mas em “O Outro Lado de a Meia-Noite"" a interação é enorme ! Acho impossível não manter uma relação de amor e ódio com Noelle por exemplo, que em a minha opinião é uma de as personagens mais fortes que Sheldon já criou .",O Outro lado da meia noite,4,,true
140,"È um bom livro, prende sua atenção, vc começa e não quer parar mais. Mas achei o final mto triste, não gostei não. Continuo preferindo Se houver amanhã.",O Outro lado da meia noite,3,,true
141,"Sidney me surpreende a cada livro.
Em este livro emocionante, Sidney consegue mostrar duas mulheres totalmente distintas, mas com uma coisa em comum: elas amam o mesmo homem. É um livro que mostra sentimentos intensos como o amor, ódio, compaixão etc. O final é incrivelmente bem feito, apesar de ser um pouco previsível. Assim como em ""Conte-me Seus Sonhos"" Sidney sabe como escrever um bom julgamento. Recomendo ; DD",O Outro lado da meia noite,5,,true
142,"Faz um tempão... Acho que foi o terceiro livro de Sidney Sheldo que li. Lembro que gostei bastante e que Noelle era uma verdadeira P... Ela sabia usar o poder de a sedução com os homens que caiam como patinhos. Já Catherine é mais bobinha. O que as duas tem em comum? O amor por o mesmo homem, Larry, que não vale o que o gato enterra. Noelle quer se vingar, já Catherine nem lembro direito. É interessante a trama de cada personagem. Cada capítulo conta o trecho de a vida de uma de elas. Toda vez que eu terminava um queria pular o próximo capítulo para continuar a que estava lendo. Sidney Sheldon sabia prender a atenção de o leitor. Mesmo cortando as tramas, a gente se envolvia rapidamente em a outra e assim o livro seguia. Muuuuuuuuuuito bom!",O Outro lado da meia noite,,,true
143,"Twilight-Stephenie Meyer
O livro é tudo de bom.
Este livro encantou muita gente por qual motivo não iria me encantar? Ele realmente me cativou. Mas o mais interessante foi que basicamente tudo que estava em ele era diferente de o filme, e sinceramente eu prefiro o livro. Ele não é exatamente MELHOR de o que o filme, mas a história é contada de uma maneira diferente então, é interpretada de uma maneira diferente. Eu gostei muito, mais uma vez a Stephenie Meyer é maravilhosa. Adoreei o livro e recomendo.",Crepúsculo,,,true
144,"crepúsentimentos
o que eu achei de o livro e maravilhoso e totalmemte sentimental cada palavra e situaçoês quere lemos em o livro e um história que eu ler e pude sentir tudo que estava lendo o que eu aprende com ele e que não inporta o que você er o fais se você amar tem que luta por esse amor masmo que não valer apena em o final e algum que eu achei lindo em essa historia foi entao pouco tempo a familia cullan já contruior aquele amor cuidadoso e amoroso coma a mocinha de a historia essa historia mim chamo atençao por ser tao parecida com a minha vida [jessyka lwyza]",Crepúsculo,,,true
145,"Maravilhoso.
Fala sério amiga é um livro muito bom. Fala de uma garota chamada Malu, ela conta como é a sua vida desde os três anos de idade até a sua idade atual 21 anos. Ela e suas amigas vivem muitas aventuras, conhecem várias outras garotas, arrumam namorados e principalmente encrenca...","Fala sério, amiga!",,,true
146,"É um livro muito interessante, ela fala de sua vida desde o três anos até seus vinte e um anos. Em o começo é meio chato mas depois de os dez anos isso fica mais interessante de ler. Ela chama muita atenção para os adolescentes, ela conta de as várias fases de sua vida .","Fala sério, amiga!",,,true
147,"The Catcher in the Rye 
Faz um bom tempo que quero ler este livro. Aliás, muitas pessoas são trazidas a leitura de este livro, devido a sua fama e toda a história com Mark David Chapman (assassino de John Lennon). Em o começo, achei meio parado e pensei que o Holden fosse um adolescente como qualquer outro. Mas no desenrolar de o livro, eu pude entender Holden. Eu me identifiquei com Holden. Sem falar que durante e após a leitura eu peguei uma mania de xingar os outros de ""cretino"" ou chamar tudo de ""cretinice"". E em o final, eu comecei a quetionar: ""E se o Holden não for o apanhador, e sim a criança ? ""Bom, aquilo deu o toque final que precisava!” Nunca conte nada a ninguém. Se você o fizer, começará a sentir falta de todos ""Maldito Holden! Estava certo.",O Apanhador nos Campos de Centeio,,,true
148,"If a body catch a body...
O livro não é dotado de nenhum acontecimento explosivo ou abruptamente epifanista. Mas o caminho de o jovem Holden de a primeira a última palavra, refletem muito a minha pessoa. Caulfield sem dúvida sempe foi um pedaço meu, mesmo antes de eu conhecer sua história, muito parecida com a minha. Eu também um dia quero ser um apanhador que pega criancinhas de abismos sem fundo. Apesar de ser breve e linear, tem uma profundidade para qualquer um que se enxergue em essa história. Um livro sensível, intenso e profundo. Mais de o que um clássico, é uma leitura obrigatória para qualquer um que consiga enxergar mais de o que os olhos veem. ",O Apanhador nos Campos de Centeio,,,true
149,"“Para ter sucesso, precisa-se de amigos. Para se ter muito sucesso precisa-se de inimigos. “

Constatin Demiris P.198 Um livro eletrizante...duas mulheres que sofrem por causa de um mesmo homem...isso não poderia acabar bem não é ? O mais interessante é que o final foi imprevisível e surpeendente. Muito bom!",O Outro lado da meia noite,,,true
150,"Saramago é..... 
Este livro veio de a estante de o meu pai e foi sequestrado porque Saramago é ...Saramago. E Saramago é para veteranos, para quem já tem desenvolvido o hábito de a leitura. Saramago tem um ritmo próprio, um estilo prório (e único), e assim que você se familiariza com ele, a narrativa escorre por os seus olhos. A crítica social está tão bem dissimulada que você pressente que ela está presente em todo o texto, em cada situação que se cria. A o mesmo tempo, ele faz um retrato muito cru de a natureza humana. Em alguns momentos eu pensava o que faria se estivesse naquela situação. Tem muita nojeira – não leia comendo! - , alguma violência, uma pitada de sexo, mas ainda assim não é um livro pesado. Apesar de isso, não arrisquei ver o filme.",Ensaio sobre a Cegueira,,,true
151,"Jorge Amado não possui de as técnicas de escrita mais eruditas, mas o que se propôs a fazer em esse livro o fez com bastante precisão. A crítica social evidente a cerca de a ""cidade de a Bahia "" e seus meninos de rua soa bastante atual, além de mostrar o lado de aqueles que são considerados apenas ""moleques"". A história de sem-pernas e sua lealdade a o grupo é bastante comovente, além é claro de o amadurecimento precoce de todos, devido ao desamparo sofrido.",Capitães da Areia,,,true
152,"O que achei de o livro Crepúsculo.

#Corpo_16
Embora eu não goste de histórias de Romances, esta coleção eu li toda, praticamente a devorei.. a história é intensa e envolvente... Gostei mais que a os filmes....",Crepúsculo,,,true
153,"Bom sim. Bom mesmo, modernidade e lendas, sombras e belezas, leitura recomendável.",Crepúsculo,3,0,true
154,Um romance que faz as pessoas se envolvam totalmente. Não é possível descrever porque estão lendo. Podemos perceber todos sentidos e as emoções que o livro traz.,Crepúsculo,1,0,true
155,"Como li em algum lugar: “Depois que eu conheci Edward Cullen, os humanos perderam a graça ...”",Crepúsculo,3,0,true
156,"Escrita fraca, enredo ridículo, personagens sem personalidade e uma protagonista altamente Mary Sue. O plot desse livro é fraco, não existe desenvolvimento dos personagens secundários, a escritora se repete milhares de vezes -  eu não aguentava mais ler sobre o peitoral másculo de diamante do Edward! E apresenta um romance adolescente absurdo e opressivo como se fosse o ideal amor perfeito. Aaaah, que falta dos bombeiros de Farenheit 451 nessas horas!",Crepúsculo,1,1,true
157,"Emocionante! Huum. Um livro maravilhoso, me fez devora-lo. Você começa a ler e não quer para mais!",Crepúsculo,5,0,true
158,Muito legal fala de um vampiro que se apaixona por uma menina normal. Ela era a única menina que ele se controlava para não morder pois era o amor dele. No começo da historia ela não sabia que ele era vampiro mas depois ela soube e mesmo assim o seu amor continuou cada vez mais forte.,Crepúsculo,5,0,true
159,"Deprimente! Sem ofensa para quem lera, mas esse livro é totalmente, debilmente despojado de qualquer forma de sublimidade ou cultura. A narração é horroroza, muito teen para o meu gosto. Simplesmente não engoli. Parei na metade do livro. Comecei a ler depois da febre mundial que série se tornou. Mas vi que não é para o meu gosto. ",Crepúsculo,1,1,true
160,"Envolvente… Acabei elndo esse livro por causa da “epidemia” chamada Edward Cullen ques está pelo mundo! As pessoas elogiavam tanto, que eu li. No começo era aquela expectativa. Mas quando chegou no meio, que eu desanimei, tanto é que levei 3 meses para ler. Não que seja ruim, mas a história se prende muito naquele romance Edward e Bella. Deveria puxar mais pro lado vampiro, humano… A narração , sim eu amei. Ela descreve bem os sentimentos, mas as vezes confunde situações. É um livro realmente puxado para adolescencia, daqueles de romances impossíveis e casos que jovens querem ou vivem … Eu gostei do livro, mas pelos comentários, eu esperava mais. ",Crepúsculo,4,1,true
161,"Resolvi ler “Crepúsculo” e depois de 4 dias havia terminado. Achei trocentas vezes mais interessante do que o filme, com tiradas de humor e muito boas, uma redação sagaz que não te deixa desgrudar os olhos um segundo sequer, e um Edward bem emnos panacão do que no filme.. “Crepúsculo” (e acredito que os outros da série também sejam) É SIM um ótimo livro. Eu suuuper recomendo, viu ? Estou prontíssima pra “Lua Nova”. Quem me empresta? =)",Crepúsculo,5,0,true
162,"O melhor Comecei a ler, e não consegui parar mais … O filme não é nada perto do livro…",Crepúsculo,5,0,true
163,"Na categoria de livros, ele é muito bom, sim sou uma fã. Mas por favor considerem esse livro o melhor titulo do mundo. Existe muito mais obras do que essa. ",Crepúsculo,4,0,true
164,"Achei o livro muito repetivo. Gosto de livros em primeira pessoa, mas insistir em repetição sobre tudo o que Bella pensa é tedioso. Parece que está na moda escrever sobre seres fantásticos, depois do J.K rowling todo mundo quer também um pedaço do bolo. Enfim, é um livro bom para entreter.",Crepúsculo,2,1,true
165,"O que ? Se eu gostei? … Me dá qualquer livro que conte uma história de amor e eu vou adorar, ainda mais se o cara for vampiro … rs !",Crepúsculo,5,0,true
166,"Péssimo O livro mais bobo que já li. Personagens cansativos, previsíveis, a Bella é a menina mais chata e enjoada que já existiu na literatura. Vampiro bonzinho pra mim não dá, não dá mesmo. ",Crepúsculo,1,1,true
167,Muito alem da febre que esse livro se tornou ele é magnifico! Uma historia de amor narrada em palavras simples e levemente detalhista! Stphenie meyer foi muito feliz nesse livro e não é a toa que tem uma repercussao tão grande! Li em 2 dias pois me envolvi rapidamente com a historia e simplesmente não consegui larga-lo! Adoreiiiiiiiiiiiiii .. .,Crepúsculo,5,0,true
168,"Gostosa leitura, uma historia que logo nas primeiras paginas te prende muito facil. Riquissimo em detalhes, fazendo com que o imaginário projete tudo relatado na trama. Destaque para os dialogos entre os personagens principais, impossível não se emocionar … Que venha “lua nova”.",Crepúsculo,5,0,true
169,"inicio de tudo. Um ótimo livro, não tem como não gostar, o inicio de tudo do amor, da história, das aventuras, do romance!",Crepúsculo,5,0,true
170,"uma metáfora bem interessante. O começo do livro é um pouco enjoativo, mas depois de algumas páginas o livro começa a prender o leitor de uma forma impressionante. Muitas pessoas criticam o romance de Edward e Bella, mas eu percebi que toda a saga Crepúsculo é uma metáfora, o que me intrigou bastante. Eu achei lindo o romance. BEM RECOMENDADO!",Crepúsculo,5,0,true
